Query_E_coli_index	Subject_E_coli_index	Query_length	Subject_length	Alignment_length	Query_start	Query_end	Subject_start	Subject_end	Aligned_count	Percentage_aligned	Max_score	query.start	subject.start	query.end	subject.end	total	percentage
E_coli_16S_140	4332426	1554	1544	1542	1	1542	3	1544	1542	100	1542	0	2	12	0	1542	1
E_coli_16S_140	4346762	1554	1543	1541	1	1541	3	1543	1541	100	1541	0	2	13	0	1541	1
E_coli_16S_140	4396345	1554	1521	1519	1	1519	3	1521	1519	100	1519	0	2	35	0	1519	1
E_coli_16S_140	2661034	1554	1463	1463	31	1493	1	1463	1463	100	1463	30	0	61	0	1463	1
E_coli_16S_140	4395839	1554	1462	1462	30	1491	1	1462	1462	100	1462	29	0	63	0	1462	1
E_coli_16S_140	2207438	1554	1461	1461	30	1490	1	1461	1461	100	1461	29	0	64	0	1461	1
E_coli_16S_140	4373904	1554	1456	1456	32	1487	1	1456	1456	100	1456	31	0	67	0	1456	1
E_coli_16S_140	3776595	1554	1452	1452	43	1494	1	1452	1452	100	1452	42	0	60	0	1452	1
E_coli_16S_140	3338160	1554	1451	1451	46	1496	1	1451	1451	100	1451	45	0	58	0	1451	1
E_coli_16S_140	3776598	1554	1450	1450	34	1483	1	1450	1450	100	1450	33	0	71	0	1450	1
E_coli_16S_140	4331910	1554	1449	1449	47	1495	1	1449	1449	100	1449	46	0	59	0	1449	1
E_coli_16S_140	4455697	1554	1448	1448	34	1481	1	1448	1448	100	1448	33	0	73	0	1448	1
E_coli_16S_140	2003074	1554	1448	1448	41	1488	1	1448	1448	100	1448	40	0	66	0	1448	1
E_coli_16S_140	4401889	1554	1447	1447	40	1486	1	1447	1447	100	1447	39	0	68	0	1447	1
E_coli_16S_140	2211993	1554	1446	1446	39	1484	1	1446	1446	100	1446	38	0	70	0	1446	1
E_coli_16S_140	3221903	1554	1446	1446	48	1493	1	1446	1446	100	1446	47	0	61	0	1446	1
E_coli_16S_140	231553	1554	1419	1419	51	1469	1	1419	1419	100	1419	50	0	85	0	1419	1
E_coli_16S_140	4296471	1554	1403	1403	140	1542	1	1403	1403	100	1403	139	0	12	0	1403	1
E_coli_16S_140	4377001	1554	1403	1403	140	1542	1	1403	1403	100	1403	139	0	12	0	1403	1
E_coli_16S_140	4459306	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_140	4305572	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_140	4395605	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_140	4441735	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_140	4298292	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4394285	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4322876	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4390191	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4465840	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4384822	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4306320	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4315738	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_140	4473846	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4340846	1554	1544	1542	1	1542	3	1544	1542	100	1542	0	2	12	0	1542	1
E_coli_16S_141	838805	1554	1446	1446	97	1542	1	1446	1446	100	1446	96	0	12	0	1446	1
E_coli_16S_141	136436	1554	1442	1442	50	1491	1	1442	1442	100	1442	49	0	63	0	1442	1
E_coli_16S_141	4334588	1554	1428	1428	115	1542	1	1428	1428	100	1428	114	0	12	0	1428	1
E_coli_16S_141	834262	1554	1426	1426	117	1542	1	1426	1426	100	1426	116	0	12	0	1426	1
E_coli_16S_141	4296471	1554	1403	1403	140	1542	1	1403	1403	100	1403	139	0	12	0	1403	1
E_coli_16S_141	4377001	1554	1403	1403	140	1542	1	1403	1403	100	1403	139	0	12	0	1403	1
E_coli_16S_141	4459306	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_141	4305572	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_141	4395605	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_141	4441735	1554	1358	1358	185	1542	1	1358	1358	100	1358	184	0	12	0	1358	1
E_coli_16S_141	4298292	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4394285	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4322876	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4390191	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4465840	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4384822	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4306320	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4315738	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_141	4473846	1554	1331	1331	212	1542	1	1331	1331	100	1331	211	0	12	0	1331	1
E_coli_16S_145	721635	1556	1490	1490	19	1508	1	1490	1490	100	1490	18	0	48	0	1490	1
E_coli_16S_145	779734	1556	1490	1490	19	1508	1	1490	1490	100	1490	18	0	48	0	1490	1
E_coli_16S_145	749757	1556	1490	1490	19	1508	1	1490	1490	100	1490	18	0	48	0	1490	1
E_coli_16S_146	524980	1556	1542	1542	3	1544	1	1542	1542	100	1542	2	0	12	0	1542	1
E_coli_16S_146	718421	1556	1490	1490	19	1508	1	1490	1490	100	1490	18	0	48	0	1490	1
E_coli_16S_146	735915	1556	1490	1490	19	1508	1	1490	1490	100	1490	18	0	48	0	1490	1
E_coli_16S_146	696392	1556	1487	1487	22	1508	1	1487	1487	100	1487	21	0	48	0	1487	1
E_coli_16S_146	657404	1556	1481	1481	28	1508	1	1481	1481	100	1481	27	0	48	0	1481	1
E_coli_16S_146	742312	1556	1475	1475	22	1496	1	1475	1475	100	1475	21	0	60	0	1475	1
E_coli_16S_146	792837	1556	1471	1471	38	1508	1	1471	1471	100	1471	37	0	48	0	1471	1
E_coli_16S_146	3964065	1556	1455	1455	26	1480	1	1455	1455	100	1455	25	0	76	0	1455	1
E_coli_16S_146	3567127	1556	1448	1448	24	1471	1	1448	1448	100	1448	23	0	85	0	1448	1
E_coli_16S_146	4439226	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_146	4312311	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_146	4363649	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_146	4319740	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_147	4339833	1553	1458	1458	31	1488	1	1458	1458	100	1458	30	0	65	0	1458	1
E_coli_16S_155	4431318	1554	1363	1363	28	1390	1	1363	1363	100	1363	27	0	164	0	1363	1
E_coli_16S_155	4476904	1554	1363	1363	28	1390	1	1363	1363	100	1363	27	0	164	0	1363	1
E_coli_16S_157	4485630	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4485629	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4485628	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	470328	1552	1542	1542	1	1542	1	1542	1542	100	1542	0	0	10	0	1542	1
E_coli_16S_157	4323104	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	3292588	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	334322	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	337124	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	815128	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	3166106	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4403965	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4436026	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4337405	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4336850	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4327685	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4300260	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	2767456	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	3411715	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4482325	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4460516	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4023239	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4386494	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	2167973	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	3573391	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	3217569	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	3678179	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	3182091	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4406421	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4451995	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4452367	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4374285	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4311604	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4457146	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4425225	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	4321517	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	138783	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	338358	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	313778	1552	1544	1542	1	1542	3	1544	1542	100	1542	0	2	10	0	1542	1
E_coli_16S_157	9680	1552	1488	1488	20	1507	1	1488	1488	100	1488	19	0	45	0	1488	1
E_coli_16S_157	228627	1552	1480	1480	28	1507	1	1480	1480	100	1480	27	0	45	0	1480	1
E_coli_16S_157	232343	1552	1478	1478	28	1505	1	1478	1478	100	1478	27	0	47	0	1478	1
E_coli_16S_157	162798	1552	1472	1472	28	1499	1	1472	1472	100	1472	27	0	53	0	1472	1
E_coli_16S_157	4426759	1552	1471	1471	28	1498	1	1471	1471	100	1471	27	0	54	0	1471	1
E_coli_16S_157	171993	1552	1470	1470	28	1497	1	1470	1470	100	1470	27	0	55	0	1470	1
E_coli_16S_157	170232	1552	1470	1470	28	1497	1	1470	1470	100	1470	27	0	55	0	1470	1
E_coli_16S_157	173754	1552	1469	1469	28	1496	1	1469	1469	100	1469	27	0	56	0	1469	1
E_coli_16S_157	164520	1552	1469	1469	28	1496	1	1469	1469	100	1469	27	0	56	0	1469	1
E_coli_16S_157	162255	1552	1469	1469	28	1496	1	1469	1469	100	1469	27	0	56	0	1469	1
E_coli_16S_157	172395	1552	1469	1469	28	1496	1	1469	1469	100	1469	27	0	56	0	1469	1
E_coli_16S_157	162446	1552	1468	1468	28	1495	1	1468	1468	100	1468	27	0	57	0	1468	1
E_coli_16S_157	172655	1552	1468	1468	28	1495	1	1468	1468	100	1468	27	0	57	0	1468	1
E_coli_16S_157	171546	1552	1468	1468	28	1495	1	1468	1468	100	1468	27	0	57	0	1468	1
E_coli_16S_157	162374	1552	1468	1468	28	1495	1	1468	1468	100	1468	27	0	57	0	1468	1
E_coli_16S_157	173633	1552	1468	1468	28	1495	1	1468	1468	100	1468	27	0	57	0	1468	1
E_coli_16S_157	171160	1552	1468	1468	28	1495	1	1468	1468	100	1468	27	0	57	0	1468	1
E_coli_16S_157	170498	1552	1467	1467	28	1494	1	1467	1467	100	1467	27	0	58	0	1467	1
E_coli_16S_157	173363	1552	1467	1467	28	1494	1	1467	1467	100	1467	27	0	58	0	1467	1
E_coli_16S_157	170825	1552	1467	1467	28	1494	1	1467	1467	100	1467	27	0	58	0	1467	1
E_coli_16S_157	170678	1552	1467	1467	28	1494	1	1467	1467	100	1467	27	0	58	0	1467	1
E_coli_16S_157	164144	1552	1467	1467	28	1494	1	1467	1467	100	1467	27	0	58	0	1467	1
E_coli_16S_157	165854	1552	1467	1467	28	1494	1	1467	1467	100	1467	27	0	58	0	1467	1
E_coli_16S_157	173244	1552	1461	1461	35	1495	1	1461	1461	100	1461	34	0	57	0	1461	1
E_coli_16S_157	165406	1552	1460	1460	37	1496	1	1460	1460	100	1460	36	0	56	0	1460	1
E_coli_16S_157	2724785	1552	1460	1460	32	1491	1	1460	1460	100	1460	31	0	61	0	1460	1
E_coli_16S_157	169247	1552	1457	1457	40	1496	1	1457	1457	100	1457	39	0	56	0	1457	1
E_coli_16S_157	172430	1552	1457	1457	40	1496	1	1457	1457	100	1457	39	0	56	0	1457	1
E_coli_16S_157	168699	1552	1457	1457	41	1497	1	1457	1457	100	1457	40	0	55	0	1457	1
E_coli_16S_157	1950493	1552	1457	1457	31	1487	1	1457	1457	100	1457	30	0	65	0	1457	1
E_coli_16S_157	166495	1552	1456	1456	41	1496	1	1456	1456	100	1456	40	0	56	0	1456	1
E_coli_16S_157	4350356	1552	1456	1456	32	1487	1	1456	1456	100	1456	31	0	65	0	1456	1
E_coli_16S_157	761897	1552	1455	1455	47	1501	1	1455	1455	100	1455	46	0	51	0	1455	1
E_coli_16S_157	4426754	1552	1455	1455	32	1486	1	1455	1455	100	1455	31	0	66	0	1455	1
E_coli_16S_157	4417949	1552	1454	1454	38	1491	1	1454	1454	100	1454	37	0	61	0	1454	1
E_coli_16S_157	628438	1552	1452	1452	91	1542	1	1452	1452	100	1452	90	0	10	0	1452	1
E_coli_16S_157	4426760	1552	1451	1451	39	1489	1	1451	1451	100	1451	38	0	63	0	1451	1
E_coli_16S_157	4409756	1552	1450	1450	47	1496	1	1450	1450	100	1450	46	0	56	0	1450	1
E_coli_16S_157	4483539	1552	1450	1450	39	1488	1	1450	1450	100	1450	38	0	64	0	1450	1
E_coli_16S_157	3720055	1552	1449	1449	48	1496	1	1449	1449	100	1449	47	0	56	0	1449	1
E_coli_16S_157	4360043	1552	1448	1448	39	1486	1	1448	1448	100	1448	38	0	66	0	1448	1
E_coli_16S_157	4402856	1552	1446	1446	97	1542	1	1446	1446	100	1446	96	0	10	0	1446	1
E_coli_16S_157	4368268	1552	1446	1446	97	1542	1	1446	1446	100	1446	96	0	10	0	1446	1
E_coli_16S_157	4315879	1552	1446	1446	97	1542	1	1446	1446	100	1446	96	0	10	0	1446	1
E_coli_16S_157	607461	1552	1446	1446	97	1542	1	1446	1446	100	1446	96	0	10	0	1446	1
E_coli_16S_157	4451306	1552	1418	1418	125	1542	1	1418	1418	100	1418	124	0	10	0	1418	1
E_coli_16S_157	229382	1552	1413	1413	51	1463	1	1413	1413	100	1413	50	0	89	0	1413	1
E_coli_16S_157	4450036	1552	1403	1403	140	1542	1	1403	1403	100	1403	139	0	10	0	1403	1
E_coli_16S_157	4315380	1552	1403	1403	140	1542	1	1403	1403	100	1403	139	0	10	0	1403	1
E_coli_16S_157	133589	1552	1401	1401	28	1428	1	1401	1401	100	1401	27	0	124	0	1401	1
E_coli_16S_157	4297544	1552	1401	1401	60	1460	1	1401	1401	100	1401	59	0	92	0	1401	1
E_coli_16S_157	4301242	1552	1367	1367	81	1447	1	1367	1367	100	1367	80	0	105	0	1367	1
E_coli_16S_157	2929847	1552	1367	1367	97	1463	1	1367	1367	100	1367	96	0	89	0	1367	1
E_coli_16S_157	4309980	1552	1363	1363	28	1390	1	1363	1363	100	1363	27	0	162	0	1363	1
E_coli_16S_157	4295616	1552	1363	1363	28	1390	1	1363	1363	100	1363	27	0	162	0	1363	1
E_coli_16S_157	4420449	1552	1363	1363	28	1390	1	1363	1363	100	1363	27	0	162	0	1363	1
E_coli_16S_157	4298802	1552	1363	1363	28	1390	1	1363	1363	100	1363	27	0	162	0	1363	1
E_coli_16S_157	4298808	1552	1363	1363	28	1390	1	1363	1363	100	1363	27	0	162	0	1363	1
E_coli_16S_157	4452456	1552	1363	1363	28	1390	1	1363	1363	100	1363	27	0	162	0	1363	1
E_coli_16S_157	4336143	1552	1363	1363	28	1390	1	1363	1363	100	1363	27	0	162	0	1363	1
E_coli_16S_157	2806522	1552	1363	1363	97	1459	1	1363	1363	100	1363	96	0	93	0	1363	1
E_coli_16S_157	4439226	1552	1331	1331	212	1542	1	1331	1331	100	1331	211	0	10	0	1331	1
E_coli_16S_157	4312311	1552	1331	1331	212	1542	1	1331	1331	100	1331	211	0	10	0	1331	1
E_coli_16S_157	4363649	1552	1331	1331	212	1542	1	1331	1331	100	1331	211	0	10	0	1331	1
E_coli_16S_157	4319740	1552	1331	1331	212	1542	1	1331	1331	100	1331	211	0	10	0	1331	1
E_coli_16S_158	330415	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	205749	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	1538464	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	4304753	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	2434620	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	4450594	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	2848883	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	4342299	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	4406367	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	4330660	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	631249	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	312834	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	215902	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_158	251454	1556	1542	1542	3	1544	1	1542	1542	100	1542	2	0	12	0	1542	1
E_coli_16S_158	514478	1556	1497	1497	30	1526	1	1497	1497	100	1497	29	0	30	0	1497	1
E_coli_16S_158	516570	1556	1497	1497	30	1526	1	1497	1497	100	1497	29	0	30	0	1497	1
E_coli_16S_158	529249	1556	1497	1497	30	1526	1	1497	1497	100	1497	29	0	30	0	1497	1
E_coli_16S_158	4463158	1556	1478	1478	24	1501	1	1478	1478	100	1478	23	0	55	0	1478	1
E_coli_16S_158	4344841	1556	1467	1467	30	1496	1	1467	1467	100	1467	29	0	60	0	1467	1
E_coli_16S_158	3575313	1556	1460	1460	41	1500	1	1460	1460	100	1460	40	0	56	0	1460	1
E_coli_16S_158	4345965	1556	1458	1458	37	1494	1	1458	1458	100	1458	36	0	62	0	1458	1
E_coli_16S_158	2192262	1556	1456	1456	41	1496	1	1456	1456	100	1456	40	0	60	0	1456	1
E_coli_16S_158	4378135	1556	1452	1452	29	1480	1	1452	1452	100	1452	28	0	76	0	1452	1
E_coli_16S_158	4431478	1556	1452	1452	44	1495	1	1452	1452	100	1452	43	0	61	0	1452	1
E_coli_16S_158	628438	1556	1452	1452	93	1544	1	1452	1452	100	1452	92	0	12	0	1452	1
E_coli_16S_158	2873591	1556	1451	1451	41	1491	1	1451	1451	100	1451	40	0	65	0	1451	1
E_coli_16S_158	4351579	1556	1450	1450	48	1497	1	1450	1450	100	1450	47	0	59	0	1450	1
E_coli_16S_158	3192595	1556	1450	1450	42	1491	1	1450	1450	100	1450	41	0	65	0	1450	1
E_coli_16S_158	4402856	1556	1446	1446	99	1544	1	1446	1446	100	1446	98	0	12	0	1446	1
E_coli_16S_158	4368268	1556	1446	1446	99	1544	1	1446	1446	100	1446	98	0	12	0	1446	1
E_coli_16S_158	4315879	1556	1446	1446	99	1544	1	1446	1446	100	1446	98	0	12	0	1446	1
E_coli_16S_158	607461	1556	1446	1446	99	1544	1	1446	1446	100	1446	98	0	12	0	1446	1
E_coli_16S_158	759536	1556	1419	1419	53	1471	1	1419	1419	100	1419	52	0	85	0	1419	1
E_coli_16S_158	4451306	1556	1418	1418	127	1544	1	1418	1418	100	1418	126	0	12	0	1418	1
E_coli_16S_158	4450036	1556	1403	1403	142	1544	1	1403	1403	100	1403	141	0	12	0	1403	1
E_coli_16S_158	4315380	1556	1403	1403	142	1544	1	1403	1403	100	1403	141	0	12	0	1403	1
E_coli_16S_158	4309404	1556	1367	1367	83	1449	1	1367	1367	100	1367	82	0	107	0	1367	1
E_coli_16S_158	4301244	1556	1367	1367	83	1449	1	1367	1367	100	1367	82	0	107	0	1367	1
E_coli_16S_158	2929847	1556	1367	1367	99	1465	1	1367	1367	100	1367	98	0	91	0	1367	1
E_coli_16S_158	4354279	1556	1363	1363	30	1392	1	1363	1363	100	1363	29	0	164	0	1363	1
E_coli_16S_158	2806522	1556	1363	1363	99	1461	1	1363	1363	100	1363	98	0	95	0	1363	1
E_coli_16S_158	4439226	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_158	4312311	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_158	4363649	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_158	4319740	1556	1331	1331	214	1544	1	1331	1331	100	1331	213	0	12	0	1331	1
E_coli_16S_160	4321607	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_160	255332	1556	1504	1504	22	1525	1	1504	1504	100	1504	21	0	31	0	1504	1
E_coli_16S_160	4467804	1556	1367	1367	83	1449	1	1367	1367	100	1367	82	0	107	0	1367	1
E_coli_16S_160	4485221	1556	1272	1272	1	1272	1	1272	1272	100	1272	0	0	284	0	1272	1
E_coli_16S_161	4299422	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	1754472	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	2860655	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4437894	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4304992	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	3611513	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4315375	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4326720	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4473317	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4305619	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4304208	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4402527	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4391548	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4455745	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4298495	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4304465	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4436713	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4322878	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_162	4423496	1556	1404	1404	83	1486	1	1404	1404	100	1404	82	0	70	0	1404	1
E_coli_16S_162	4471072	1556	1399	1399	146	1544	1	1399	1399	100	1399	145	0	12	0	1399	1
E_coli_16S_162	3876381	1556	1393	1393	152	1544	1	1393	1393	100	1393	151	0	12	0	1393	1
E_coli_16S_162	2391442	1556	1358	1358	187	1544	1	1358	1358	100	1358	186	0	12	0	1358	1
E_coli_16S_162	4358474	1556	1358	1358	187	1544	1	1358	1358	100	1358	186	0	12	0	1358	1
E_coli_16S_163	4458089	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_163	4364332	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_163	4453314	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_163	1774109	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_163	4372711	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_163	4481309	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_163	1786500	1556	1448	1448	33	1480	1	1448	1448	100	1448	32	0	76	0	1448	1
E_coli_16S_165	4416046	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_165	4467625	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_165	4323115	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_165	4474376	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
E_coli_16S_165	4370218	1556	1544	1544	1	1544	1	1544	1544	100	1544	0	0	12	0	1544	1
